brand_id;product_id;brand;product_name;format;serving_size_g;serving_count;volume_g;price_usd;discount_pct;serving_price;key_ingredient;channel;url;date_collected;purchase_type
5;130;HabitONE;PROTEIN Coffee;instant;;30;600;48;61;1.6;;own_site;https://habitone.co/products/protein-coffee?variant=48119475503359;20.05.2026;subscription
5;130;HabitONE;PROTEIN Coffee;instant;;60;1200;92;61;1.53;;own_site;https://habitone.co/products/protein-coffee?variant=48119475536127;20.05.2026;subscription
5;130;HabitONE;PROTEIN Coffee;instant;;15;300;40;0;2.67;;own_site;https://habitone.co/products/protein-coffee?variant=48119475470591;20.05.2026;single
5;130;HabitONE;PROTEIN Coffee;instant;;30;600;78;0;2.6;;own_site;https://habitone.co/products/protein-coffee?variant=48119475503359;20.05.2026;single
5;130;HabitONE;PROTEIN Coffee;instant;;60;1200;152;0;2.53;;own_site;https://habitone.co/products/protein-coffee?variant=48119475536127;20.05.2026;single
27;131;IQBAR;Caffè Mocha (40 Sticks);packet;;40;320.1;47.02;0;1.1755;lion's mane;amazon;https://www.amazon.com/dp/B0C6RX44HX;25.05.2026;single
27;131;IQBAR;Caffè Mocha (40 Sticks);packet;;40;320.1;42.32;10;1.058;lion's mane;amazon;https://www.amazon.com/dp/B0C6RX44HX;25.05.2026;subscription
27;131;IQBAR;Caffè Mocha (40 Sticks);packet;;40;;47.02;0;1.18;;own_site;https://www.eatiqbar.com/products/caffe-mocha-40-sticks;24.05.2026;single
27;131;IQBAR;Caffè Mocha (40 Sticks);packet;;40;;39.97;15;1;;own_site;https://www.eatiqbar.com/products/caffe-mocha-40-sticks;24.05.2026;subscription
27;132;IQBAR;IQJOE Original Variety (16 Sticks);packet;;16;128.1;19.99;0;1.2494;lion's mane;amazon;https://www.amazon.com/dp/B0C6S9SLRL;25.05.2026;single
27;132;IQBAR;IQJOE Original Variety (16 Sticks);packet;;16;128.1;18.99;5;1.1869;lion's mane;amazon;https://www.amazon.com/dp/B0C6S9SLRL;25.05.2026;subscription
27;132;IQBAR;IQJOE Original Variety (16 Sticks);packet;;40;320.1;47.02;0;1.1755;lion's mane;amazon;https://www.amazon.com/dp/B0C6SCFK7R;25.05.2026;single
27;132;IQBAR;IQJOE Original Variety (16 Sticks);packet;;40;320.1;42.32;10;1.058;lion's mane;amazon;https://www.amazon.com/dp/B0C6SCFK7R;25.05.2026;subscription
27;132;IQBAR;IQJOE Original Variety (16 Sticks);packet;;16;;19.99;0;1.25;;own_site;https://www.eatiqbar.com/products/iqjoe-original-variety-16-sticks;24.05.2026;single
27;132;IQBAR;IQJOE Original Variety (16 Sticks);packet;;16;;16.99;15;1.06;;own_site;https://www.eatiqbar.com/products/iqjoe-original-variety-16-sticks;24.05.2026;subscription
27;132;IQBAR;IQJOE Original Variety (16 Sticks);packet;;40;;47.02;0;1.18;;own_site;https://www.eatiqbar.com/products/iqjoe-original-variety-40-sticks;24.05.2026;single
27;132;IQBAR;IQJOE Original Variety (16 Sticks);packet;;40;;39.97;15;1;;own_site;https://www.eatiqbar.com/products/iqjoe-original-variety-40-sticks;24.05.2026;subscription
27;133;IQBAR;Vanilla Spice (40 Sticks);packet;;40;;47.02;0;1.1755;lion's mane;amazon;https://www.amazon.com/dp/B0C6RYYJZN;25.05.2026;single
27;133;IQBAR;Vanilla Spice (40 Sticks);packet;;40;;42.32;10;1.058;lion's mane;amazon;https://www.amazon.com/dp/B0C6RYYJZN;25.05.2026;subscription
27;133;IQBAR;Vanilla Spice (40 Sticks);packet;;40;;47.02;0;1.18;;own_site;https://www.eatiqbar.com/products/vanilla-spice-40-sticks;24.05.2026;single
27;133;IQBAR;Vanilla Spice (40 Sticks);packet;;40;;39.97;15;1;;own_site;https://www.eatiqbar.com/products/vanilla-spice-40-sticks;24.05.2026;subscription
27;134;IQBAR;PURE DECAF Instant Coffee;packet;;40;;47.02;0;1.1755;lion's mane;amazon;https://www.amazon.com/dp/B0C6RYXBX8;25.05.2026;single
27;134;IQBAR;PURE DECAF Instant Coffee;packet;;40;;42.32;10;1.058;lion's mane;amazon;https://www.amazon.com/dp/B0C6RYXBX8;25.05.2026;subscription
27;134;IQBAR;PURE DECAF Instant Coffee;packet;;40;;47.02;0;1.18;;own_site;https://www.eatiqbar.com/products/original-black-40-sticks;24.05.2026;single
27;134;IQBAR;PURE DECAF Instant Coffee;packet;;40;;39.97;15;1;;own_site;https://www.eatiqbar.com/products/original-black-40-sticks;24.05.2026;subscription
27;135;IQBAR;PURE ENERGY Instant Coffee;packet;;40;;47.02;0;1.1755;lion's mane;amazon;https://www.amazon.com/dp/B0C6S7LP2C;25.05.2026;single
27;135;IQBAR;PURE ENERGY Instant Coffee;packet;;40;;42.32;10;1.058;lion's mane;amazon;https://www.amazon.com/dp/B0C6S7LP2C;25.05.2026;subscription
27;135;IQBAR;PURE ENERGY Instant Coffee;packet;;40;;47.02;0;1.18;;own_site;https://www.eatiqbar.com/products/toasted-hazelnut-40-sticks;24.05.2026;single
27;135;IQBAR;PURE ENERGY Instant Coffee;packet;;40;;39.97;15;1;;own_site;https://www.eatiqbar.com/products/toasted-hazelnut-40-sticks;24.05.2026;subscription
7;136;La Republica;LRLA SUPERFOODS Organic Mushroom Coffee (HIRIE Edition) 35 Servings, 7 Superfood Mushrooms, Fair Trade Arabica Coffee;ground;;35;60.1;21.99;0;0.6283;mushroom blend;amazon;https://www.amazon.com/dp/B081GHNM46;25.05.2026;single
7;137;La Republica;La Republica Organic Instant Mushroom Coffee (2.5oz) + Decaf (2.5oz) - 70 Servings with Coasters & Mixing Spoon - 100% Arabica with Lion's Mane, Reishi, Chaga, Cordyceps, Shiitake, Maitake, Turkey Tail;instant;;70;70.9;24.99;0;0.357;lion's mane;amazon;https://www.amazon.com/dp/B0DS2KF2LP;25.05.2026;single
7;138;La Republica;La Republica Organic Mushroom Coffee Ground 2-Pack (120 servings) made w/Shade Grown Arabica Coffee Beans, Lion's Mane, Reishi, Chaga, Cordyceps, Turkey Tail & More I USDA Non-GMO Fairtrade Low Acid;ground;;120;680.4;45.99;0;0.3833;lion's mane;amazon;https://www.amazon.com/dp/B0D9H812P5;25.05.2026;single
7;138;La Republica;La Republica Organic Mushroom Coffee Ground 2-Pack (120 servings) made w/Shade Grown Arabica Coffee Beans, Lion's Mane, Reishi, Chaga, Cordyceps, Turkey Tail & More I USDA Non-GMO Fairtrade Low Acid;ground;;120;680.4;45.99;0;0.3833;lion's mane;amazon;https://www.amazon.com/dp/B0D9H812P5;25.05.2026;subscription
9;139;Max Fit Wellness;Skinny Instant Mushroom Coffee (60 Servings);instant;;60;;19.99;0;0.33;turkey tail;own_site;https://www.maxfitwellness.com/products/skinny-instant-mushroom-coffee-60-servings;23.05.2026;single
9;139;Max Fit Wellness;Skinny Instant Mushroom Coffee (60 Servings);instant;;60;;18.99;5;0.32;turkey tail;own_site;https://www.maxfitwellness.com/products/skinny-instant-mushroom-coffee-60-servings;23.05.2026;subscription
10;140;MudWtr;Original (30 serving);instant;5;30;150;42.5;15;1.42;adaptogen;own_site;https://mudwtr.com/products/30-serving-tin;23.05.2026;single
10;140;MudWtr;Original (30 serving);instant;5;30;150;34;32;1.13;adaptogen;own_site;https://mudwtr.com/products/30-serving-tin;23.05.2026;subscription
10;141;MudWtr;Original x Manukora Starter Kit;instant;5;30;150;62.9;15;2.1;;own_site;https://mudwtr.com/products/original-x-manukora-starter-kit;23.05.2026;single
10;141;MudWtr;Original x Manukora Starter Kit;instant;5;30;150;34;54.1;1.13;;own_site;https://mudwtr.com/products/original-x-manukora-starter-kit;23.05.2026;subscription
10;142;MudWtr;MUDWTR Hot Cacao Mix | Adaptogenic Mushroom Chocolate Powder with Ashwagandha | Organic Cacao Drink Mix | Instant Superfood Hot Drink Blend for Focus & Relaxation | Functional Natural | 12 Servings;instant;;12;191.9;29.99;0;2.4992;mushroom blend;amazon;https://www.amazon.com/dp/B0F74TJ17P;25.05.2026;single
10;142;MudWtr;MUDWTR Hot Cacao Mix | Adaptogenic Mushroom Chocolate Powder with Ashwagandha | Organic Cacao Drink Mix | Instant Superfood Hot Drink Blend for Focus & Relaxation | Functional Natural | 12 Servings;instant;;12;191.9;28.49;5;2.3742;mushroom blend;amazon;https://www.amazon.com/dp/B0F74TJ17P;25.05.2026;subscription
10;143;MudWtr;MUDWTR Nourish | Chocolate Mushroom Protein Powder | 2,000mg Adaptogenic Mushrooms | Vegan Protein Powder | USDA Organic | Focus, Mood & Digestion Support | Cacao, Lion's Mane, Bacopa | 15 Servings;instant;;15;720.1;69.99;0;4.666;lion's mane;amazon;https://www.amazon.com/dp/B0FN6K6YFX;25.05.2026;single
10;143;MudWtr;MUDWTR Nourish | Chocolate Mushroom Protein Powder | 2,000mg Adaptogenic Mushrooms | Vegan Protein Powder | USDA Organic | Focus, Mood & Digestion Support | Cacao, Lion's Mane, Bacopa | 15 Servings;instant;;15;720.1;66.49;5;4.4327;lion's mane;amazon;https://www.amazon.com/dp/B0FN6K6YFX;25.05.2026;subscription
10;144;MudWtr;MUD\WTR Rest Evening Mushroom Blend Powder | 2,240mg Adaptogenic Mushroom Tea | Sleep Support, Wind Down & Relaxation Tea | USDA Organic & Vegan | Turkey Tail, Reishi, Ashwagandha | 30 Servings;instant;;30;180;49.99;0;1.6663;reishi;amazon;https://www.amazon.com/dp/B0B4TZZ7Z2;25.05.2026;single
10;144;MudWtr;MUD\WTR Rest Evening Mushroom Blend Powder | 2,240mg Adaptogenic Mushroom Tea | Sleep Support, Wind Down & Relaxation Tea | USDA Organic & Vegan | Turkey Tail, Reishi, Ashwagandha | 30 Servings;instant;;30;180;47.49;5;1.583;reishi;amazon;https://www.amazon.com/dp/B0B4TZZ7Z2;25.05.2026;subscription
12;145;Om Mushrooms;Mushroom hot chocolate blend;instant;;10;79.9;16.82;24;1.682;reishi;amazon;https://www.amazon.com/dp/B084KGV994;25.05.2026;single
12;145;Om Mushrooms;Mushroom hot chocolate blend;instant;;10;79.9;15.14;31;1.514;reishi;amazon;https://www.amazon.com/dp/B084KGV994;25.05.2026;subscription
12;145;Om Mushrooms;Mushroom hot chocolate blend;instant;;30;240.1;21.99;45;0.733;reishi;amazon;https://www.amazon.com/dp/B09G9HBWQQ;25.05.2026;single
12;145;Om Mushrooms;Mushroom hot chocolate blend;instant;;30;240.1;39.99;0;0.733;reishi;own_site;https://ommushrooms.com/products/mushroom-powered-hot-chocolate-blend?variant=40698769342622;25.05.2026;single
12;145;Om Mushrooms;Mushroom hot chocolate blend;instant;;30;240.1;33.99;15;0.733;reishi;own_site;https://ommushrooms.com/products/mushroom-powered-hot-chocolate-blend?variant=40698769342622&selling_plan=694089974130;25.05.2026;subscription
12;145;Om Mushrooms;Mushroom hot chocolate blend;instant;;10;80;21.99;0;0.733;reishi;own_site;https://ommushrooms.com/products/mushroom-powered-hot-chocolate-blend?variant=40698769342622;25.05.2026;single
12;145;Om Mushrooms;Mushroom hot chocolate blend;instant;;10;80;18.69;15;0.733;reishi;own_site;https://ommushrooms.com/products/mushroom-powered-hot-chocolate-blend?variant=40698769342622&selling_plan=694089974130;25.05.2026;subscription
12;146;Om Mushrooms;OM Mushroom Superfood Peppermint Hot Chocolate Blend – Cocoa Mushroom Powder with Lion's Mane, Reishi, Chaga & Turkey Tail – Immune Health, Focus & Stress Support – 4.44 oz Canister (14 Servings);instant;;14;125.9;24.98;0;1.7843;lion's mane;amazon;https://www.amazon.com/dp/B0DDLF5137;25.05.2026;single
12;147;Om Mushrooms;Cacao;instant;8;10;80;21.99;0;2.2;lion's mane;own_site;https://ommushrooms.com/products/mushroom-vanilla-chai-latte;23.05.2026;single
12;147;Om Mushrooms;Cacao;instant;8;10;80;18.69;15;1.87;lion's mane;own_site;https://ommushrooms.com/products/mushroom-vanilla-chai-latte;23.05.2026;subscription
12;147;Om Mushrooms;Cacao;instant;8;30;240;39.99;0;1.33;lion's mane;own_site;https://ommushrooms.com/products/mushroom-vanilla-chai-latte;23.05.2026;single
12;147;Om Mushrooms;Cacao;instant;8;30;240;33.99;15;1.13;lion's mane;own_site;https://ommushrooms.com/products/mushroom-vanilla-chai-latte;23.05.2026;subscription
13;148;Rasa;AIP-Friendly;ground;;;;29.99;0;1;adaptogen;own_site;https://wearerasa.com/products/aip-friendly-2;23.05.2026;single
13;148;Rasa;AIP-Friendly;ground;;;;23.99;20;0.8;adaptogen;own_site;https://wearerasa.com/products/aip-friendly-2;23.05.2026;subscription
13;149;Rasa;Classic Herbal Roast;packet;;;;36;0;1.5;adaptogen;own_site;https://wearerasa.com/products/classic-herbal-roast;23.05.2026;single
13;149;Rasa;Classic Herbal Roast;packet;;;;28.8;20;1.2;adaptogen;own_site;https://wearerasa.com/products/classic-herbal-roast;23.05.2026;subscription
26;150;Shroomi;Dark Roast Guatemala — For Deep Focus, 10 oz;instant;;20;340.2;35.29;2;1.7645;reishi;amazon;https://www.amazon.com/dp/B0CDJB86JV;25.05.2026;single
26;150;Shroomi;Dark Roast Guatemala — For Deep Focus, 10 oz;instant;;20;340.2;32.39;10;1.6195;reishi;amazon;https://www.amazon.com/dp/B0CDJB86JV;25.05.2026;subscription
26;150;Shroomi;Dark Roast Guatemala — For Deep Focus, 10 oz;ground;;24;283.5;36.99;0;1.54;lion's mane;own_site;https://www.shroomihealth.com/products/dark-roast-guatemala-huehuetenango-with-lions-mane-mushroom;23.05.2026;single
26;150;Shroomi;Dark Roast Guatemala — For Deep Focus, 10 oz;ground;;24;283.5;33.29;10;1.39;lion's mane;own_site;https://www.shroomihealth.com/products/dark-roast-guatemala-huehuetenango-with-lions-mane-mushroom;23.05.2026;subscription
26;151;Shroomi;Half Decaf Peru — For Calm Evenings & Steady Focus, 10 oz;instant;;20;;35.99;0;1.7995;reishi;amazon;https://www.amazon.com/dp/B0CHCDBL97;25.05.2026;single
26;151;Shroomi;Half Decaf Peru — For Calm Evenings & Steady Focus, 10 oz;instant;;20;;32.39;10;1.6195;reishi;amazon;https://www.amazon.com/dp/B0CHCDBL97;25.05.2026;subscription
26;151;Shroomi;Half Decaf Peru — For Calm Evenings & Steady Focus, 10 oz;ground;;24;283.5;39.99;0;1.67;lion's mane;own_site;https://www.shroomihealth.com/products/half-caf-roast-peru-la-florida-with-lions-mane-mushroom;23.05.2026;single
26;151;Shroomi;Half Decaf Peru — For Calm Evenings & Steady Focus, 10 oz;ground;;24;283.5;35.99;10;1.5;lion's mane;own_site;https://www.shroomihealth.com/products/half-caf-roast-peru-la-florida-with-lions-mane-mushroom;23.05.2026;subscription
26;152;Shroomi;Light Roast Mexico — For Creative Flow, 10 oz;instant;;20;340.2;31.99;11;1.5995;reishi;amazon;https://www.amazon.com/dp/B0CDJ2XYBC;25.05.2026;single
26;152;Shroomi;Light Roast Mexico — For Creative Flow, 10 oz;ground;;24;283.5;36.99;0;1.54;lion's mane;own_site;https://www.shroomihealth.com/products/light-roast-mexico-chiapas-with-lions-mane-mushroom;23.05.2026;single
26;152;Shroomi;Light Roast Mexico — For Creative Flow, 10 oz;ground;;24;283.5;33.29;10;1.39;lion's mane;own_site;https://www.shroomihealth.com/products/light-roast-mexico-chiapas-with-lions-mane-mushroom;23.05.2026;subscription
26;153;Shroomi;Medium Roast Nicaragua — For Morning Clarity, 10 oz;instant;;20;283.5;35.69;1;1.7845;reishi;amazon;https://www.amazon.com/dp/B0921ML8NR;25.05.2026;single
26;153;Shroomi;Medium Roast Nicaragua — For Morning Clarity, 10 oz;instant;;20;283.5;32.39;10;1.6195;reishi;amazon;https://www.amazon.com/dp/B0921ML8NR;25.05.2026;subscription
26;153;Shroomi;Medium Roast Nicaragua — For Morning Clarity, 10 oz;ground;;24;283.5;36.99;0;1.54;lion's mane;own_site;https://www.shroomihealth.com/products/mushroom-ground-coffee-lions-mane-focus;23.05.2026;single
26;153;Shroomi;Medium Roast Nicaragua — For Morning Clarity, 10 oz;ground;;24;283.5;33.29;10;1.39;lion's mane;own_site;https://www.shroomihealth.com/products/mushroom-ground-coffee-lions-mane-focus;23.05.2026;subscription
7;162;La Republica;Vanilla Spice (40 Sticks);packet;;;;4.99;0;;chaga;own_site;https://larepublicasuperfoods.com/products/mushroom-coffee-5-stickpack-samples;23.05.2026;single
7;162;La Republica;Vanilla Spice (40 Sticks);packet;;;;4.24;15;;chaga;own_site;https://larepublicasuperfoods.com/products/mushroom-coffee-5-stickpack-samples;23.05.2026;subscription
7;163;La Republica;PURE DECAF Instant Coffee;instant;2;35;70;14.99;0;0.43;;own_site;https://larepublicasuperfoods.com/products/la-republica-decaf-instant-fair-trade-coffee;23.05.2026;single
7;163;La Republica;PURE DECAF Instant Coffee;instant;2;35;70;12.74;15;0.36;;own_site;https://larepublicasuperfoods.com/products/la-republica-decaf-instant-fair-trade-coffee;23.05.2026;subscription
7;164;La Republica;PURE ENERGY Instant Coffee;instant;2;35;70;14.99;0;0.43;mushroom;own_site;https://larepublicasuperfoods.com/products/la-republica-organic-fair-trade-instant-coffee;23.05.2026;single
7;164;La Republica;PURE ENERGY Instant Coffee;instant;2;35;70;12.74;15;0.36;mushroom;own_site;https://larepublicasuperfoods.com/products/la-republica-organic-fair-trade-instant-coffee;23.05.2026;subscription
13;165;Rasa;Cacao;ground;;17;127.6;32;0;1.8824;chaga;amazon;https://www.amazon.com/dp/B0CXL1NDXV;24.05.2026;single
13;165;Rasa;Cacao;ground;;30;226.8;31.99;0;1.0663;chaga;amazon;https://www.amazon.com/dp/B07L8P2PJ1;24.05.2026;single
13;165;Rasa;Cacao;ground;;30;226;29.99;0;1.8824;chaga;amazon;https://wearerasa.com/collections/all-products/products/cacao-rasa?variant=39982868365386;24.05.2026;single
13;165;Rasa;Cacao;ground;;30;226;23.99;20;1.0663;chaga;amazon;https://wearerasa.com/collections/all-products/products/cacao-rasa?variant=39982868365386;24.05.2026;subscription
13;165;Rasa;Cacao;ground;;120;1000;108;0;1.8824;chaga;amazon;https://wearerasa.com/collections/all-products/products/cacao-rasa?variant=32475237515338;24.05.2026;single
13;165;Rasa;Cacao;ground;;120;1000;86.4;20;1.0663;chaga;amazon;https://wearerasa.com/collections/all-products/products/cacao-rasa?variant=32475237515338;24.05.2026;subscription
13;373;Rasa;RASA Peppermint Cacao – Adaptogenic Mushroom Coffee Alternative | Vegan, Keto, Whole 30, Ayurveda Wellness Tonic with Chaga + Reishi (8 oz. / 30 Servings);ground;;30;226.8;39.98;0;1.3327;chaga;amazon;https://www.amazon.com/dp/B0BJM6LXP7;24.05.2026;single
13;373;Rasa;RASA Peppermint Cacao – Adaptogenic Mushroom Coffee Alternative | Vegan, Keto, Whole 30, Ayurveda Wellness Tonic with Chaga + Reishi (8 oz. / 30 Servings);ground;;30;226.8;35.98;10;1.1993;chaga;amazon;https://www.amazon.com/dp/B0BJM6LXP7;24.05.2026;subscription
13;374;Rasa;Rasa Deep Dream Cacao – Adaptogenic Mushroom Sleep Blend | Vegan, Gluten Free with Reishi + Ashwagandha + Jujube (6.77 oz. / 24 Servings);ground;;24;191.9;34.99;0;1.4579;reishi;amazon;https://www.amazon.com/dp/B0DJ1TR7YX;24.05.2026;single
13;375;Rasa;Rasa Spicy Rose Cacao | Adaptogenic Mushroom Coffee Alternative | Valentine's Day Drink | Vegan, Keto, Ayurveda Wellness Tonic with Shatavari Root + Rhodiola (8 oz / 30 Servings);ground;;30;226.8;42;0;1.4;mushroom blend;amazon;https://www.amazon.com/dp/B09NB9SSWL;24.05.2026;single
13;375;Rasa;Rasa Spicy Rose Cacao | Adaptogenic Mushroom Coffee Alternative | Valentine's Day Drink | Vegan, Keto, Ayurveda Wellness Tonic with Shatavari Root + Rhodiola (8 oz / 30 Servings);ground;;30;226.8;37.8;10;1.26;mushroom blend;amazon;https://www.amazon.com/dp/B09NB9SSWL;24.05.2026;subscription
13;376;Rasa;Rasa Taster Pack | Herbal Coffee Alternative with Ashwagandha, Chaga + Reishi for All-Day Energy + Focus - Organic, Adaptogens, Vegan, Keto, Whole30…;ground;;;;34;0;;chaga;amazon;https://www.amazon.com/dp/B09HJNFBDP;24.05.2026;single
13;376;Rasa;Rasa Taster Pack | Herbal Coffee Alternative with Ashwagandha, Chaga + Reishi for All-Day Energy + Focus - Organic, Adaptogens, Vegan, Keto, Whole30…;ground;;;;30.6;10;;chaga;amazon;https://www.amazon.com/dp/B09HJNFBDP;24.05.2026;subscription
